"Statistic Label","Census Year","CSO Small Areas 2022","Age","Sex","UNIT","VALUE"
"Population","2022","217041007","Age 0-4","Both Sexes","Number","2"
"Population","2022","247118002","Age 0-4","Males","Number","6"
"Population","2022","247118002","Age 0-4","Females","Number","0"
"Population","2022","247118002","Age 0-4","Both Sexes","Number","6"
"Population","2022","167030019","Age 0-4","Males","Number","11"
"Population","2022","167030019","Age 0-4","Females","Number","12"
"Population","2022","167030019","Age 0-4","Both Sexes","Number","23"
"Population","2022","228015002","Age 0-4","Males","Number","5"
"Population","2022","228015002","Age 0-4","Females","Number","2"
"Population","2022","228015002","Age 0-4","Both Sexes","Number","7"
"Population","2022","217047007","Age 0-4","Males","Number","11"
"Population","2022","217047007","Age 0-4","Females","Number","9"
"Population","2022","217047007","Age 0-4","Both Sexes","Number","20"
"Population","2022","267024007","Age 0-4","Males","Number","14"
"Population","2022","267024007","Age 0-4","Females","Number","15"
"Population","2022","267024007","Age 0-4","Both Sexes","Number","29"
"Population","2022","227025001","Age 0-4","Males","Number","6"
"Population","2022","227025001","Age 0-4","Females","Number","6"
"Population","2022","227025001","Age 0-4","Both Sexes","Number","12"
"Population","2022","227057002","Age 0-4","Males","Number","0"
"Population","2022","227057002","Age 0-4","Females","Number","2"
"Population","2022","227057002","Age 0-4","Both Sexes","Number","2"
"Population","2022","047182001","Age 0-4","Males","Number","2"
"Population","2022","047182001","Age 0-4","Females","Number","7"
"Population","2022","047182001","Age 0-4","Both Sexes","Number","9"
"Population","2022","037130001/037130002","Age 0-4","Males","Number","17"
"Population","2022","037130001/037130002","Age 0-4","Females","Number","10"
"Population","2022","037130001/037130002","Age 0-4","Both Sexes","Number","27"
"Population","2022","267006001","Age 0-4","Males","Number","8"
"Population","2022","267006001","Age 0-4","Females","Number","8"
"Population","2022","267006001","Age 0-4","Both Sexes","Number","16"
"Population","2022","048009002","Age 0-4","Males","Number","6"
"Population","2022","048009002","Age 0-4","Females","Number","4"
"Population","2022","048009002","Age 0-4","Both Sexes","Number","10"
"Population","2022","257048010","Age 0-4","Males","Number","12"
"Population","2022","257048010","Age 0-4","Females","Number","11"
"Population","2022","257048010","Age 0-4","Both Sexes","Number","23"
"Population","2022","157039005","Age 0-4","Males","Number","7"
"Population","2022","157039005","Age 0-4","Females","Number","7"
"Population","2022","157039005","Age 0-4","Both Sexes","Number","14"
"Population","2022","047235022/047027005","Age 0-4","Males","Number","9"
"Population","2022","047235022/047027005","Age 0-4","Females","Number","6"
"Population","2022","047235022/047027005","Age 0-4","Both Sexes","Number","15"
"Population","2022","067017028","Age 0-4","Males","Number","12"
"Population","2022","067017028","Age 0-4","Females","Number","11"
"Population","2022","067017028","Age 0-4","Both Sexes","Number","23"
"Population","2022","267094006/02","Age 0-4","Males","Number","13"
"Population","2022","267094006/02","Age 0-4","Females","Number","16"
"Population","2022","267094006/02","Age 0-4","Both Sexes","Number","29"
"Population","2022","128029007","Age 0-4","Males","Number","8"
"Population","2022","128029007","Age 0-4","Females","Number","8"
"Population","2022","128029007","Age 0-4","Both Sexes","Number","16"
"Population","2022","268032017","Age 0-4","Males","Number","3"
"Population","2022","268032017","Age 0-4","Females","Number","5"
"Population","2022","268032017","Age 0-4","Both Sexes","Number","8"
"Population","2022","047152007","Age 0-4","Males","Number","8"
"Population","2022","047152007","Age 0-4","Females","Number","5"
"Population","2022","047152007","Age 0-4","Both Sexes","Number","13"
"Population","2022","107091002","Age 0-4","Males","Number","10"
"Population","2022","107091002","Age 0-4","Females","Number","11"
"Population","2022","107091002","Age 0-4","Both Sexes","Number","21"
"Population","2022","197021004","Age 0-4","Males","Number","4"
"Population","2022","197021004","Age 0-4","Females","Number","8"
"Population","2022","197021004","Age 0-4","Both Sexes","Number","12"
"Population","2022","087011006","Age 0-4","Males","Number","12"
"Population","2022","087011006","Age 0-4","Females","Number","7"
"Population","2022","087011006","Age 0-4","Both Sexes","Number","19"
"Population","2022","057045003","Age 0-4","Males","Number","3"
"Population","2022","057045003","Age 0-4","Females","Number","6"
"Population","2022","057045003","Age 0-4","Both Sexes","Number","9"
"Population","2022","267044001","Age 0-4","Males","Number","9"
"Population","2022","267044001","Age 0-4","Females","Number","17"
"Population","2022","267044001","Age 0-4","Both Sexes","Number","26"
"Population","2022","197052003","Age 0-4","Males","Number","4"
"Population","2022","197052003","Age 0-4","Females","Number","8"
"Population","2022","197052003","Age 0-4","Both Sexes","Number","12"
"Population","2022","057058004","Age 0-4","Males","Number","0"
"Population","2022","057058004","Age 0-4","Females","Number","1"
"Population","2022","057058004","Age 0-4","Both Sexes","Number","1"
"Population","2022","167083002","Age 0-4","Males","Number","16"
"Population","2022","167083002","Age 0-4","Females","Number","7"
"Population","2022","167083002","Age 0-4","Both Sexes","Number","23"
"Population","2022","127105002","Age 0-4","Males","Number","2"
"Population","2022","127105002","Age 0-4","Females","Number","4"
"Population","2022","127105002","Age 0-4","Both Sexes","Number","6"
"Population","2022","267003026","Age 0-4","Males","Number","8"
"Population","2022","267003026","Age 0-4","Females","Number","8"
"Population","2022","267003026","Age 0-4","Both Sexes","Number","16"
"Population","2022","047277025","Age 0-4","Males","Number","46"
"Population","2022","047277025","Age 0-4","Females","Number","38"
"Population","2022","047277025","Age 0-4","Both Sexes","Number","84"
"Population","2022","217161006","Age 0-4","Males","Number","8"
"Population","2022","217161006","Age 0-4","Females","Number","7"
"Population","2022","217161006","Age 0-4","Both Sexes","Number","15"
"Population","2022","057104001/057104002","Age 0-4","Males","Number","0"
"Population","2022","057104001/057104002","Age 0-4","Females","Number","1"
"Population","2022","057104001/057104002","Age 0-4","Both Sexes","Number","1"
"Population","2022","087066020","Age 0-4","Males","Number","6"
"Population","2022","087066020","Age 0-4","Females","Number","5"
"Population","2022","087066020","Age 0-4","Both Sexes","Number","11"
"Population","2022","267102003","Age 0-4","Males","Number","10"
"Population","2022","267102003","Age 0-4","Females","Number","4"
"Population","2022","267102003","Age 0-4","Both Sexes","Number","14"
"Population","2022","268031005","Age 0-4","Males","Number","4"
"Population","2022","268031005","Age 0-4","Females","Number","8"
"Population","2022","268031005","Age 0-4","Both Sexes","Number","12"
"Population","2022","167040009","Age 0-4","Males","Number","12"
"Population","2022","167040009","Age 0-4","Females","Number","6"
"Population","2022","167040009","Age 0-4","Both Sexes","Number","18"
"Population","2022","097110003","Age 0-4","Males","Number","7"
"Population","2022","097110003","Age 0-4","Females","Number","14"
"Population","2022","097110003","Age 0-4","Both Sexes","Number","21"
"Population","2022","157033002","Age 0-4","Males","Number","8"
"Population","2022","157033002","Age 0-4","Females","Number","6"
"Population","2022","157033002","Age 0-4","Both Sexes","Number","14"
"Population","2022","268121001","Age 0-4","Males","Number","5"
"Population","2022","268121001","Age 0-4","Females","Number","15"
"Population","2022","268121001","Age 0-4","Both Sexes","Number","20"
"Population","2022","217150001","Age 0-4","Males","Number","12"
"Population","2022","217150001","Age 0-4","Females","Number","8"
"Population","2022","217150001","Age 0-4","Both Sexes","Number","20"
"Population","2022","077136004","Age 0-4","Males","Number","6"
"Population","2022","077136004","Age 0-4","Females","Number","13"
"Population","2022","077136004","Age 0-4","Both Sexes","Number","19"
"Population","2022","247072001","Age 0-4","Males","Number","6"
"Population","2022","247072001","Age 0-4","Females","Number","4"
"Population","2022","247072001","Age 0-4","Both Sexes","Number","10"
"Population","2022","047235009","Age 0-4","Males","Number","13"
"Population","2022","047235009","Age 0-4","Females","Number","12"
"Population","2022","047235009","Age 0-4","Both Sexes","Number","25"
"Population","2022","117015013/02/117015001","Age 0-4","Males","Number","8"
"Population","2022","117015013/02/117015001","Age 0-4","Females","Number","5"
"Population","2022","117015013/02/117015001","Age 0-4","Both Sexes","Number","13"
"Population","2022","177066002","Age 0-4","Males","Number","18"
"Population","2022","177066002","Age 0-4","Females","Number","15"
"Population","2022","177066002","Age 0-4","Both Sexes","Number","33"
"Population","2022","047302001","Age 0-4","Males","Number","18"
"Population","2022","047302001","Age 0-4","Females","Number","10"
"Population","2022","047302001","Age 0-4","Both Sexes","Number","28"
"Population","2022","167025031","Age 0-4","Males","Number","37"
"Population","2022","167025031","Age 0-4","Females","Number","43"
"Population","2022","167025031","Age 0-4","Both Sexes","Number","80"
"Population","2022","047300001","Age 0-4","Males","Number","5"
"Population","2022","047300001","Age 0-4","Females","Number","9"
"Population","2022","047300001","Age 0-4","Both Sexes","Number","14"
"Population","2022","157048014","Age 0-4","Males","Number","13"
"Population","2022","157048014","Age 0-4","Females","Number","7"
"Population","2022","157048014","Age 0-4","Both Sexes","Number","20"
"Population","2022","127131004","Age 0-4","Males","Number","4"
"Population","2022","127131004","Age 0-4","Females","Number","6"
"Population","2022","127131004","Age 0-4","Both Sexes","Number","10"
"Population","2022","267103031","Age 0-4","Males","Number","6"
"Population","2022","267103031","Age 0-4","Females","Number","6"
"Population","2022","267103031","Age 0-4","Both Sexes","Number","12"
"Population","2022","257077024","Age 0-4","Males","Number","2"
"Population","2022","257077024","Age 0-4","Females","Number","2"
"Population","2022","257077024","Age 0-4","Both Sexes","Number","4"
"Population","2022","048009003","Age 0-4","Males","Number","5"
"Population","2022","048009003","Age 0-4","Females","Number","0"
"Population","2022","048009003","Age 0-4","Both Sexes","Number","5"
"Population","2022","268162016","Age 0-4","Males","Number","7"
"Population","2022","268162016","Age 0-4","Females","Number","3"
"Population","2022","268162016","Age 0-4","Both Sexes","Number","10"
"Population","2022","167090006","Age 0-4","Males","Number","14"
"Population","2022","167090006","Age 0-4","Females","Number","10"
"Population","2022","167090006","Age 0-4","Both Sexes","Number","24"
"Population","2022","217118001","Age 0-4","Males","Number","11"
"Population","2022","217118001","Age 0-4","Females","Number","11"
"Population","2022","217118001","Age 0-4","Both Sexes","Number","22"
"Population","2022","137017003","Age 0-4","Males","Number","16"
"Population","2022","137017003","Age 0-4","Females","Number","10"
"Population","2022","137017003","Age 0-4","Both Sexes","Number","26"
"Population","2022","137027002/02","Age 0-4","Males","Number","5"
"Population","2022","137027002/02","Age 0-4","Females","Number","6"
"Population","2022","137027002/02","Age 0-4","Both Sexes","Number","11"
"Population","2022","087071049","Age 0-4","Males","Number","2"
"Population","2022","087071049","Age 0-4","Females","Number","5"
"Population","2022","087071049","Age 0-4","Both Sexes","Number","7"
"Population","2022","047187002/047187003","Age 0-4","Males","Number","5"
"Population","2022","047187002/047187003","Age 0-4","Females","Number","3"
"Population","2022","047187002/047187003","Age 0-4","Both Sexes","Number","8"
"Population","2022","237080019","Age 0-4","Males","Number","3"
"Population","2022","237080019","Age 0-4","Females","Number","6"
"Population","2022","237080019","Age 0-4","Both Sexes","Number","9"
"Population","2022","247124013","Age 0-4","Males","Number","6"
"Population","2022","247124013","Age 0-4","Females","Number","7"
"Population","2022","247124013","Age 0-4","Both Sexes","Number","13"
"Population","2022","087069019","Age 0-4","Males","Number","11"
"Population","2022","087069019","Age 0-4","Females","Number","10"
"Population","2022","087069019","Age 0-4","Both Sexes","Number","21"
"Population","2022","217090002","Age 0-4","Males","Number","6"
