"Statistic Label","Census Year","Electoral Divisions","UNIT","VALUE"
"Persons aged 40-49 years","2022","Ballingarry, Tipperary, 217010","Number","105"
"Persons aged 40-49 years","2022","Ballybacon, Tipperary","Number","79"
"Persons aged 40-49 years","2022","Ballycarron, Tipperary","Number","59"
"Persons aged 40-49 years","2022","Ballyclerahan, Tipperary","Number","178"
"Persons aged 40-49 years","2022","Ballygriffin, Tipperary","Number","40"
"Persons aged 40-49 years","2022","Ballykisteen, Tipperary","Number","134"
"Persons aged 40-49 years","2022","Ballyphilip, Tipperary","Number","53"
"Persons aged 40-49 years","2022","Ballyporeen, Tipperary","Number","143"
"Persons aged 40-49 years","2022","Ballysheehan, Tipperary","Number","75"
"Persons aged 40-49 years","2022","Bansha, Tipperary","Number","111"
"Persons aged 40-49 years","2022","Bruis, Tipperary","Number","45"
"Persons aged 40-49 years","2022","Buolick, Tipperary","Number","78"
"Persons aged 40-49 years","2022","Burncourt, Tipperary","Number","72"
"Persons aged 40-49 years","2022","Caher, Tipperary","Number","146"
"Persons aged 40-49 years","2022","Cappagh, Tipperary","Number","138"
"Persons aged 40-49 years","2022","Carrick-On-Suir Rural, Tipperary","Number","62"
"Persons aged 40-49 years","2022","Carrick-On-Suir Urban, Tipperary","Number","640"
"Persons aged 40-49 years","2022","Carrickbeg Urban, Tipperary","Number","213"
"Persons aged 40-49 years","2022","Cashel Rural, Tipperary","Number","512"
"Persons aged 40-49 years","2022","Cashel Urban, Tipperary","Number","349"
"Persons aged 40-49 years","2022","Clogheen, Tipperary","Number","146"
"Persons aged 40-49 years","2022","Clogher, Tipperary","Number","36"
"Persons aged 40-49 years","2022","Clonbeg, Tipperary","Number","117"
"Persons aged 40-49 years","2022","Cloneen, Tipperary","Number","69"
"Persons aged 40-49 years","2022","Clonmel East Urban, Tipperary","Number","572"
"Persons aged 40-49 years","2022","Clonmel Rural, Tipperary","Number","1000"
"Persons aged 40-49 years","2022","Clonmel West Urban, Tipperary","Number","703"
"Persons aged 40-49 years","2022","Clonoulty East, Tipperary","Number","65"
"Persons aged 40-49 years","2022","Clonoulty West, Tipperary","Number","105"
"Persons aged 40-49 years","2022","Colman, Tipperary","Number","66"
"Persons aged 40-49 years","2022","Coolagarranroe, Tipperary","Number","106"
"Persons aged 40-49 years","2022","Cooleagh, Tipperary","Number","79"
"Persons aged 40-49 years","2022","Crohane, Tipperary","Number","38"
"Persons aged 40-49 years","2022","Cullen, Tipperary","Number","47"
"Persons aged 40-49 years","2022","Curraheen, Tipperary","Number","39"
"Persons aged 40-49 years","2022","Derrygrath, Tipperary","Number","123"
"Persons aged 40-49 years","2022","Donohill, Tipperary","Number","89"
"Persons aged 40-49 years","2022","Drangan, Tipperary","Number","86"
"Persons aged 40-49 years","2022","Drumwood, Tipperary","Number","100"
"Persons aged 40-49 years","2022","Emly, Tipperary","Number","96"
"Persons aged 40-49 years","2022","Farranrory, Tipperary","Number","70"
"Persons aged 40-49 years","2022","Fennor, Tipperary","Number","81"
"Persons aged 40-49 years","2022","Fethard, Tipperary","Number","125"
"Persons aged 40-49 years","2022","Gaile, Tipperary","Number","103"
"Persons aged 40-49 years","2022","Garrangibbon, Tipperary","Number","100"
"Persons aged 40-49 years","2022","Glengar, Tipperary","Number","29"
"Persons aged 40-49 years","2022","Golden, Tipperary","Number","157"
"Persons aged 40-49 years","2022","Graigue, Tipperary, 217083","Number","17"
"Persons aged 40-49 years","2022","Graystown, Tipperary","Number","48"
"Persons aged 40-49 years","2022","Inishlounaght, Tipperary","Number","478"
"Persons aged 40-49 years","2022","Kilcash, Tipperary","Number","135"
"Persons aged 40-49 years","2022","Kilcommon, Tipperary","Number","316"
"Persons aged 40-49 years","2022","Kilcooly, Tipperary","Number","46"
"Persons aged 40-49 years","2022","Kilcoran, Tipperary","Number","94"
"Persons aged 40-49 years","2022","Kilfeakle, Tipperary","Number","56"
"Persons aged 40-49 years","2022","Killadriffe, Tipperary","Number","68"
"Persons aged 40-49 years","2022","Killaloan/Kilsheelan, Tipperary","Number","217"
"Persons aged 40-49 years","2022","Killeenasteena, Tipperary","Number","110"
"Persons aged 40-49 years","2022","Killenaule, Tipperary","Number","149"
"Persons aged 40-49 years","2022","Kilmucklin, Tipperary","Number","92"
"Persons aged 40-49 years","2022","Kilmurry, Tipperary","Number","65"
"Persons aged 40-49 years","2022","Kilpatrick, Tipperary","Number","142"
"Persons aged 40-49 years","2022","Kiltinan, Tipperary","Number","33"
"Persons aged 40-49 years","2022","Kilvemnon, Tipperary","Number","63"
"Persons aged 40-49 years","2022","Knockgraffon, Tipperary","Number","135"
"Persons aged 40-49 years","2022","Lattin, Tipperary","Number","81"
"Persons aged 40-49 years","2022","Lisronagh, Tipperary","Number","146"
"Persons aged 40-49 years","2022","Magorban, Tipperary","Number","115"
"Persons aged 40-49 years","2022","Modeshil, Tipperary","Number","60"
"Persons aged 40-49 years","2022","Mortlestown, Tipperary","Number","306"
"Persons aged 40-49 years","2022","Mullinahone, Tipperary","Number","120"
"Persons aged 40-49 years","2022","New Birmingham, Tipperary","Number","56"
"Persons aged 40-49 years","2022","Newcastle, Tipperary","Number","113"
"Persons aged 40-49 years","2022","Newtown, Tipperary","Number","61"
"Persons aged 40-49 years","2022","Nodstown, Tipperary","Number","108"
"Persons aged 40-49 years","2022","Oughterleague, Tipperary","Number","69"
"Persons aged 40-49 years","2022","Peppardstown, Tipperary","Number","206"
"Persons aged 40-49 years","2022","Poyntstown, Tipperary","Number","27"
"Persons aged 40-49 years","2022","Rathlynin, Tipperary","Number","63"
"Persons aged 40-49 years","2022","Rodus, Tipperary","Number","28"
"Persons aged 40-49 years","2022","Shronell, Tipperary","Number","48"
"Persons aged 40-49 years","2022","Solloghodbeg, Tipperary","Number","36"
"Persons aged 40-49 years","2022","Templeneiry, Tipperary","Number","62"
"Persons aged 40-49 years","2022","Thomastown, Tipperary","Number","50"
"Persons aged 40-49 years","2022","Tipperary East Urban, Tipperary","Number","335"
"Persons aged 40-49 years","2022","Tipperary Rural, Tipperary","Number","324"
"Persons aged 40-49 years","2022","Tipperary West Urban, Tipperary","Number","306"
"Persons aged 40-49 years","2022","Tubbrid, Tipperary","Number","107"
"Persons aged 40-49 years","2022","Tullaghmelan, Tipperary","Number","151"
"Persons aged 40-49 years","2022","Tullaghorton, Tipperary","Number","48"
"Persons aged 40-49 years","2022","Tullamain, Tipperary","Number","118"
"Persons aged 40-49 years","2022","Ballybeg North, Waterford","Number","416"
"Persons aged 40-49 years","2022","Ballybeg South/Ballynaneashagh, Waterford","Number","49"
"Persons aged 40-49 years","2022","Ballybricken, Waterford","Number","29"
"Persons aged 40-49 years","2022","Ballymaclode, Waterford","Number","170"
"Persons aged 40-49 years","2022","Ballynakill, Waterford, 228005","Number","270"
"Persons aged 40-49 years","2022","Ballytruckle, Waterford","Number","1211"
"Persons aged 40-49 years","2022","Bilberry, Waterford","Number","130"
"Persons aged 40-49 years","2022","Centre A, Waterford","Number","134"
"Persons aged 40-49 years","2022","Centre B, Waterford","Number","44"
"Persons aged 40-49 years","2022","Cleaboy, Waterford","Number","370"
"Persons aged 40-49 years","2022","Custom House A, Waterford","Number","52"
"Persons aged 40-49 years","2022","Custom House B, Waterford","Number","57"
"Persons aged 40-49 years","2022","Farranshoneen, Waterford","Number","935"
"Persons aged 40-49 years","2022","Ferrybank, Waterford","Number","109"
"Persons aged 40-49 years","2022","Gracedieu, Waterford","Number","378"
"Persons aged 40-49 years","2022","Grange North, Waterford","Number","136"
"Persons aged 40-49 years","2022","Grange South, Waterford","Number","537"
"Persons aged 40-49 years","2022","Grange Upper, Waterford","Number","430"
"Persons aged 40-49 years","2022","Kilbarry, Waterford, 228019","Number","435"
"Persons aged 40-49 years","2022","Kingsmeadow, Waterford","Number","155"
"Persons aged 40-49 years","2022","Larchville, Waterford","Number","159"
"Persons aged 40-49 years","2022","Lisduggan, Waterford","Number","126"
"Persons aged 40-49 years","2022","Military Road, Waterford","Number","111"
"Persons aged 40-49 years","2022","Morrisson's Avenue East, Waterford","Number","105"
"Persons aged 40-49 years","2022","Morrisson's Avenue West, Waterford","Number","40"
"Persons aged 40-49 years","2022","Morrisson's Road, Waterford","Number","78"
"Persons aged 40-49 years","2022","Mount Sion, Waterford","Number","145"
"Persons aged 40-49 years","2022","Newport's Square, Waterford","Number","73"
"Persons aged 40-49 years","2022","Newtown, Waterford, 228029","Number","118"
"Persons aged 40-49 years","2022","Park, Waterford","Number","205"
"Persons aged 40-49 years","2022","Poleberry, Waterford","Number","203"
"Persons aged 40-49 years","2022","Roanmore, Waterford","Number","101"
"Persons aged 40-49 years","2022","Shortcourse, Waterford","Number","43"
"Persons aged 40-49 years","2022","Slievekeale, Waterford","Number","77"
"Persons aged 40-49 years","2022","The Glen, Waterford","Number","174"
"Persons aged 40-49 years","2022","Ticor North, Waterford","Number","222"
"Persons aged 40-49 years","2022","Ticor South, Waterford","Number","37"
"Persons aged 40-49 years","2022","Annestown, Waterford","Number","162"
"Persons aged 40-49 years","2022","Ardmore, Waterford, 227002","Number","40"
"Persons aged 40-49 years","2022","Ardmore, Waterford, 227003","Number","104"
"Persons aged 40-49 years","2022","Ballyduff, Waterford","Number","58"
"Persons aged 40-49 years","2022","Ballydurn, Waterford","Number","23"
"Persons aged 40-49 years","2022","Ballyhane, Waterford","Number","73"
"Persons aged 40-49 years","2022","Ballyheeny, Waterford","Number","84"
"Persons aged 40-49 years","2022","Ballyin, Waterford","Number","83"
"Persons aged 40-49 years","2022","Ballylaneen, Waterford","Number","44"
"Persons aged 40-49 years","2022","Ballymacarbry, Waterford","Number","102"
"Persons aged 40-49 years","2022","Ballymacart, Waterford","Number","72"
"Persons aged 40-49 years","2022","Ballynakill, Waterford, 227012","Number","49"
"Persons aged 40-49 years","2022","Ballynamult, Waterford","Number","29"
"Persons aged 40-49 years","2022","Ballysaggartmore, Waterford","Number","57"
"Persons aged 40-49 years","2022","Bohadoon, Waterford","Number","55"
"Persons aged 40-49 years","2022","Cappagh, Waterford","Number","56"
"Persons aged 40-49 years","2022","Cappoquin, Waterford","Number","213"
"Persons aged 40-49 years","2022","Carrickbeg Rural, Waterford","Number","58"
"Persons aged 40-49 years","2022","Carrigcastle, Waterford","Number","40"
"Persons aged 40-49 years","2022","Carriglea, Waterford","Number","73"
"Persons aged 40-49 years","2022","Castlerichard, Waterford","Number","70"
"Persons aged 40-49 years","2022","Clashmore, Waterford","Number","69"
"Persons aged 40-49 years","2022","Clonea, Waterford, 227023","Number","58"
"Persons aged 40-49 years","2022","Clonea, Waterford, 227024","Number","391"
"Persons aged 40-49 years","2022","Colligan, Waterford","Number","114"
"Persons aged 40-49 years","2022","Comeragh, Waterford","Number","89"
"Persons aged 40-49 years","2022","Coumaraglin, Waterford","Number","34"
"Persons aged 40-49 years","2022","Dromana, Waterford","Number","156"
"Persons aged 40-49 years","2022","Dromore, Waterford","Number","45"
"Persons aged 40-49 years","2022","Drumcannon, Waterford","Number","59"
"Persons aged 40-49 years","2022","Drumroe, Waterford","Number","36"
"Persons aged 40-49 years","2022","Dungarvan No. 1 Urban, Waterford","Number","718"
"Persons aged 40-49 years","2022","Dungarvan No. 2 Urban, Waterford","Number","596"
"Persons aged 40-49 years","2022","Dungarvan Rural, Waterford","Number","349"
"Persons aged 40-49 years","2022","Dunhill, Waterford","Number","47"
"Persons aged 40-49 years","2022","Faithlegg, Waterford","Number","275"
"Persons aged 40-49 years","2022","Fenoagh, Waterford","Number","34"
"Persons aged 40-49 years","2022","Fews, Waterford","Number","57"
"Persons aged 40-49 years","2022","Fox's Castle, Waterford","Number","73"
"Persons aged 40-49 years","2022","Gardenmorris, Waterford","Number","66"
"Persons aged 40-49 years","2022","Georgestown, Waterford","Number","38"
"Persons aged 40-49 years","2022","Glen, Waterford","Number","65"
"Persons aged 40-49 years","2022","Glenwilliam, Waterford","Number","29"
"Persons aged 40-49 years","2022","Gortnapeaky, Waterford","Number","33"
"Persons aged 40-49 years","2022","Graignagower, Waterford","Number","67"
"Persons aged 40-49 years","2022","Grallagh, Waterford","Number","32"
"Persons aged 40-49 years","2022","Grange, Waterford","Number","58"
"Persons aged 40-49 years","2022","Gurteen, Waterford","Number","66"
"Persons aged 40-49 years","2022","Islandikane, Waterford","Number","396"
"Persons aged 40-49 years","2022","Keereen, Waterford","Number","36"
"Persons aged 40-49 years","2022","Kilbarry, Waterford, 227051","Number","28"
"Persons aged 40-49 years","2022","Kilbarrymeaden, Waterford","Number","81"
"Persons aged 40-49 years","2022","Kilcockan, Waterford","Number","30"
"Persons aged 40-49 years","2022","Killea, Waterford","Number","264"
"Persons aged 40-49 years","2022","Killoteran, Waterford","Number","62"
"Persons aged 40-49 years","2022","Kilmacleague, Waterford","Number","63"
"Persons aged 40-49 years","2022","Kilmacomma, Waterford","Number","71"
"Persons aged 40-49 years","2022","Kilmacthomas, Waterford","Number","243"
"Persons aged 40-49 years","2022","Kilmeadan, Waterford, 227059","Number","93"
"Persons aged 40-49 years","2022","Kilmeadan, Waterford, 227060","Number","137"
"Persons aged 40-49 years","2022","Kilronan, Waterford","Number","29"
"Persons aged 40-49 years","2022","Kilwatermoy East, Waterford","Number","20"
"Persons aged 40-49 years","2022","Kilwatermoy West, Waterford","Number","34"
"Persons aged 40-49 years","2022","Kinsalebeg, Waterford","Number","88"
"Persons aged 40-49 years","2022","Knockaunbrandaun, Waterford","Number","39"
"Persons aged 40-49 years","2022","Knockmahon, Waterford","Number","52"
"Persons aged 40-49 years","2022","Lismore Rural, Waterford","Number","190"
"Persons aged 40-49 years","2022","Lismore Urban, Waterford","Number","95"
"Persons aged 40-49 years","2022","Mocollop, Waterford","Number","28"
"Persons aged 40-49 years","2022","Modelligo, Waterford, 227069","Number","48"
"Persons aged 40-49 years","2022","Modelligo, Waterford, 227070","Number","50"
"Persons aged 40-49 years","2022","Mothel, Waterford","Number","63"
"Persons aged 40-49 years","2022","Mountkennedy, Waterford","Number","55"
"Persons aged 40-49 years","2022","Mountstuart, Waterford","Number","13"
"Persons aged 40-49 years","2022","Newcastle, Waterford","Number","81"
"Persons aged 40-49 years","2022","Newtown, Waterford, 227075","Number","80"
"Persons aged 40-49 years","2022","Pembrokestown, Waterford","Number","84"
"Persons aged 40-49 years","2022","Portlaw, Waterford","Number","297"
"Persons aged 40-49 years","2022","Rathgormuck, Waterford","Number","39"
"Persons aged 40-49 years","2022","Rathmoylan, Waterford","Number","212"
"Persons aged 40-49 years","2022","Reisk, Waterford","Number","198"
"Persons aged 40-49 years","2022","Ringville, Waterford","Number","212"
"Persons aged 40-49 years","2022","Ross, Waterford","Number","34"
"Persons aged 40-49 years","2022","Seskinan, Waterford","Number","60"
